Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Sondre,Nilsen,Hauglandfaret 327,Halvorsen,8804,Norge,NO,19831005-9842,+47,17 02 11 26,1983-10-05,True
Håkon,Tangen,Johannessenmarka 533,Thorsen,1654,Norge,NO,19781007-5856,+47,+47 66 91 75 21,1978-10-07,True
Annika,Nilsson,Idrottsgatan 42,Landskrona,65542,Sverige,SE,19510420-9865,+46,08-068 45 53,1951-04-20,True
Jeremy,Vasquez,Fisher Lane 3935,New Donald,64461,Danmark,DK,19921007-3066,+45,5906838280,1992-10-07,True
Sverre,Simonsen,Hagenhøgda 8,Martinsand,3663,Norge,NO,19521127-5884,+47,18 97 21 63,1952-11-27,True
Donald,Ayala,Moon Islands 15998,East Pamelaberg,96688,Danmark,DK,19811231-4804,+45,358-809-0556,1981-12-31,True
Kati,Lehtonen,Neulapadontie 27,Vöyri,61939,Finland,FI,19960919-714R,+358,+358 40 8592869,1996-09-19,True
Ebba,Dahl,Industrigränd 6,Landskrona,82357,Sverige,SE,19880911-6265,+46,+46 (0)8 810 073 08,1988-09-11,True
Christer,Johansson,Stationsstigen 89,Växjö,40220,Sverige,SE,19470824-8727,+46,08-852 33 42,1947-08-24,True
Grethe,Sivertsen,Isaksenhagen 11B,Karinby,0814,Norge,NO,19990410-6855,+47,999 96 092,1999-04-10,True
Kjell,Larsen,Ahmedbakken 4A,Jannevåg,1135,Norge,NO,19560323-4137,+47,+4763057261,1956-03-23,True
Randi,Ahmed,Gundersenrøa 5,Myhre,4752,Norge,NO,19880612-1014,+47,+47 40 20 90 57,1988-06-12,True
Otto,Johansson,Stationsvägen 3,Karlstad,28895,Sverige,SE,19430405-3683,+46,0691-10 19 67,1943-04-05,True
Ove,Larsson,Skolgatan 6,Örebro,30684,Sverige,SE,19470924-7193,+46,+46 (0)22 72 33 79,1947-09-24,True
Stefan,Nord,Stationsstigen 70,Karlskrona,92940,Svedige,SE,19600528-0134,+46,08-241 57 27,1960-05-28,True
Dalton,Perez,Andrea Drive 39957,Port Kelli,41189,Danmark,DK,19641208-5709,+45,206.880.5191,1964-12-08,True
Erika,Koskinen,Saanatunturintie 155,Eckerö,89778,Finland,FI,19761228-717U,+358,+358253344809,1976-12-28,True
Eivind,Tangen,Thomassenstien 9,Lunde,1421,Norge,NO,19620304-6135,+47,41830783,1962-03-04,True
Kjell,Frisk,Industrigränd 500,Karlstad,60106,Sverige,SE,19620908-3551,46,+46 (0)55 77 31 58,1962-09-08,True
Katherine,Webb,Wheeler Port 35756,South Amandaport,98387,Danmark,DK,19900508-8062,+45,001-911-697-5496,1990-05-08,True
Magnus,Kristensen,Ahmedroa 3,Petterfoss,9590,Norge,NO,19710528-3655,+47,91125108,1971-05-28,True
Adrian,Hansen,Nguyenkollen 62,Henrikbø,2401,Norge,NO,19521118-6818,+47,455 84 705,1952-11-18,True
Björn,Bäck,Bäckgatan 43,Örnsköldsvik,78958,Sverige,SE,19990225-7719,+46,+46 (0)20 23 74 16,1999-02-25,True
Rickard,Eriksson,Kyrkogränd 45,Sundsvall,94258,Sverige,SE,19890106-3237,+46,08-55 80 86,1989-01-06,True
Dustin,Wilson,James Vista 054,Reginaldstad,13982,Danmark,DK,19850911-5651,+45,478-223-1000x5294,1985-09-11,True
Björn,Larsson,Åkervägen 0,Luleå,65236,Sverige,SE,19471127-2617,+46,+46 (0)22 33 39 54,1947-11-27,True
Elin,Dahl,Antonsenplassen 48,Holm,4000,Norge,NO,19510405-2875,+47,936 66 575,1951-04-05,True
Adrian,Ødegård,Kristensenlunden 5,Thomasberg,5580,Norge,NO,19400207-0523,+47,98176189,1940-02-07,True
Elizabeth,Davis,Grimes Isle 1521,Garnerview,58029,Danmark,DK,19660527-8945,+45,868.389.8364x414,1966-05-27,True
Stig,Bergvall,Nygränd 9,Motala,26653,Sverige,SE,19810319-0237,+46,08-02 85 35,1981-03-19,True
Sverre,Kristensen,Gunderseneggen 7,Annnes,2943,Norge,NO,19880305-2008,+47,+4798822303,1988-03-05,True
Anna,Sandström,Industrivägen 4,Linköping,79530,Sverige,SE,19991203-0179,+46,+46 (0)8 541 929 53,1999-12-03,True
Ingemar,Ottosson,Björkgränd 086,Karlskoga,24140,Sverige,SE,19580115-1362,+46,08-779 995 48,1958-01-15,True
Carl,Johansson,Åkervägen 163,Stockholm,85706,Sverige,SE,19661124-3289,+46,+46 (0)8 080 947 60,1966-11-24,False
Heikki,Heikkinen,Nordenskiöldinkatu 2,Lappeenranta,95574,Finland,FI,19980909-1342,+358,(+358) 113416548,1998-09-09,True
Sondre,Rønning,Edvardsensvingen 4,Marieås,0488,Norge,NO,19481121-6078,+47,30 49 39 29,1948-11-21,True
Christina,Pedersen,Ekvägen 0,Luleå,25907,Sverige,SE,19520117-8260,+46,+46 (0)8 415 730 51,1952-01-17,True
James,Warner,Megan Forge 34005,Ericmouth,68041,Danmark,DK,19910614-5634,+45,509-806-2459,1991-06-14,True
Monika,Emilsson,Fabriksgränd 7,Piteå,30713,Sverige,SE,19840212-5072,46,070-86 53 23,1984-02-12,True
Sören,Möller,Fabriksgatan 693,Malmö,65031,Sverige,SE,19920220-7297,+46,029-51 20 89,1992-02-20,True
Harald,Holm,Berntsenåsen 53,Antonsen,0617,Norge,NO,19500417-9437,+47,476 38 179,1950-04-17,True
Christine,Nilsson,Industrivägen 339,Varberg,26294,Sverige,SE,19871227-4422,+46,08-398 16 31,1987-12-27,True
Diane,Palmer,Johns Canyon 7318,West Jacqueline,71936,Danmark,DK,19510901-4853,+45,001-474-761-0289x189,1951-09-01,True
Linnéa,Karlsson,Ängsvägen 5,Piteå,81309,Sverige,SE,19560830-1344,+46,08-58 89 81,1956-08-30,True
Noah,Dahl,Bäckstigen 48,Västerås,27038,Sverige,SE,19410309-8790,+46,+46 (0)38 60 91 39,1941-03-09,True
Peter,Lindberg,Backvägen 895,Karlskoga,28701,Norge,SE,19980915-0405,+46,08-17 66 01,1998-09-15,True
Ingegerd,Rosén,Trädgårdstorget 5,Halmstad,41794,Sverige,SE,19450128-2527,+46,091-74 05 07,1945-01-28,True
Oskar,Johansson,Stationsgatan 59,Trollhättan,72039,Sverige,SE,19700217-5351,+46,+46 (0)73 32 28 86,1970-02-17,True
Britta,Lindström,Nygatan 89,Falun,33272,Sverige,SE,19730526-9431,+46,+46 (0)8 248 205 91,1973-05-26,True
Maria,Simonsen,Andresenrøa 86,Ingernes,6860,Norge,NO,19450802-2918,+47,14183574,1945-08-02,True
Kent,Larsson,Ekvägen 955,Ängelholm,38856,Sverige,SE,19450225-9812,+46,064-38 33 10,1945-02-25,True
Allan,Eriksson,Fabrikstorget 6,Sandviken,95920,Sverige,SE,19481003-2397,+46,0187-85 36 25,1948-10-03,True
Riitta,Tamminen,Ilmattarenkatu 7,Joutsa,97726,Finland,FI,19850910-352P,+358,(+358) 739977262,1985-09-10,True
Alexander,Jørgensen,Nielsenlyngen 480,Nguyen,2149,Norge,NO,19580708-5628,+47,93395470,1958-07-08,True
Bryan,Nguyen,Jennings Shoals 3621,North Malloryland,73676,Danmark,DK,19890507-3576,+45,(344)298-6725,1989-05-07,True
Elton,Holmgren,Stationstorget 97,Skellefteå,40706,Sverige,SE,19870607-4560,+46,08-406 059 11,1987-06-07,True
Tellervo,Kähkönen,Jännekatu 612,Kinnula,63988,Finland,FI,19661123-358C,+358,024 712 0868,1966-11-23,True
Alice,Lindvall,Skogsgatan 39,Trollhättan,57861,Sverige,SE,19690718-3750,+46,+46 (0)124 324 43,1969-07-18,True
Rebekah,Wallace,Valencia Stream 0844,Mathewmouth,45498,Danmark,DK,19500514-8808,+45,+1-684-424-2724x773,1950-05-14,True
Inger,Johansson,Björktorget 12,Mölndal,25082,Sverige,SE,19710823-6023,+46,074-245 57 84,1971-08-23,True
Knut,Haug,Næssroa 82C,Tonjevær,2526,Norge,NO,19760605-5825,+47,925 34 265,1976-06-05,True
Adam,Carlsson,Trädgårdstorget 9,Lund,14180,Sverige,SE,19930103-9211,+46,094-28 56 92,1993-01-03,True
David,Jones,Mary Estates 881,Howardstad,17864,Danmark,DK,19400824-7431,+45,734.592.0193,1940-08-24,True
Erik,Gustafsson,Industrigatan 66,Gävle,83029,Sverige,SE,19910119-0756,+46,08-395 080 14,1991-01-19,True
Mikael,Nilsson,Ängstorget 507,Sandviken,24524,Sverige,SE,19890409-5023,+46,086-124 55 19,1989-04-09,True
Jenny,Jacobsen,Sørensenkroken 7B,Engen,8978,Norge,NO,19770308-9853,+47,72830232,1977-03-08,True
Marianne,Nielsen,Backtorget 8,Trollhättan,20726,Sverige,SE,19630408-7497,+46,082-87 98 37,1963-04-08,True
Eeva,Leppänen,Tyynelänkatu 6,Mustasaari,50142,Finland,FI,19640204-882E,+358,0286312510,1964-02-04,True
Shannon,Torres,Samuel Island 178,Lake Molly,25547,Danmark,DK,19840628-6957,+45,273.924.0177x584,1984-06-28,True
Annie,Lundblad,Ringtorget 6,Skellefteå,75533,Sverige,SE,19900401-6225,+46,08-530 41 46,1990-04-01,True
Linnéa,Jonsson,Kvarnstigen 547,Västerås,95599,Sverige,SE,19970826-8957,+46,023-216 40 13,1997-08-26,True
Siv,Sivertsen,Sandvikkollen 343,Julievik,4321,Norge,NO,19570509-7857,+47,99845049,1957-05-09,True
Lena,Lind,Ekvägen 9,Lidingö,22209,Sverige,SE,19930724-3849,+46,+46 (0)8 215 325 20,1993-07-24,True
Jessica,Jacobs,King Ville 3110,Lake David,45314,Danmark,DK,19760831-2341,+45,741.209.1589,1976-08-31,True
Vilde,Jørgensen,Madsenlyngen 26,Martegrunn,2180,Norge,NO,19660411-9147,+47,+4737466894,1966-04-11,True
Olle,Pettersson,Stationsvägen 558,Göteborg,39817,Sverige,SE,19930323-4017,+46,039-526 40 75,1993-03-23,True
Elias,Eriksson,Järnvägsgatan 2,Södertälje,21704,Sverige,SE,19920113-2876,+46,0932-283 29,1992-01-13,True
Martin,Nygren,Kvarngatan 76,Stockholm,20246,Sverige,SE,19480517-3879,+46,08-048 02 38,1948-05-17,True
Michael,Torres,Anita Burgs 27056,Stephensland,61564,Danmark,DK,19571011-9634,+45,538.615.7791x099,1957-10-11,True
Marte,Ahmed,Gulbrandsenlia 9,Andersen,1558,Norge,NO,19470829-0254,+47,43192606,1947-08-29,True
Gabriel,Åberg,Industrigatan 11,Östersund,24382,Sverige,SE,19920812-2759,+46,0265-980 54,1992-08-12,True
Tammy,Chung,Kathleen Neck 04010,Berryland,19419,Danmark,DK,19640807-3157,+45,+1-736-930-5589x296,1964-08-07,True
Olle,Olsson,Kyrkvägen 41,Uppsala,28780,Sverige,SE,19500604-8018,+358,0173-22 35 12,1950-06-04,True
Birgitta,Wiklund,Villagatan 1,Linköping,42536,Sverige,SE,19601030-6253,+46,08-00 27 32,1960-10-30,True
Kenneth,Johansson,Strandgatan 39,Karlstad,21512,Sverige,SE,19720220-0590,+46,08-385 906 40,1972-02-20,True
Nelly,Johansson,Strandgatan 59,Nyköping,95090,Sverige,SE,19850316-6876,+46,+46 (0)8 242 607 20,1985-03-16,True
Joel,Wall,Järnvägsvägen 585,Halmstad,69434,Sverige,SE,19431010-4148,+46,0476-208 58,1943-10-10,True
Solveig,Bakken,Thorsenkollen 3A,Irenevik,6209,Norge,NO,19680907-6820,+47,410 36 261,1968-09-07,True
Ruth,Mikkelsen,Hanssenmoen 8G,Martinesand,8517,Norge,NO,19590509-9326,+47,97954021,1959-05-09,True
Egil,Iversen,Kristensenhavna 6,Rolfmark,0552,Norge,NO,19830610-9034,+47,497 48 055,1983-06-10,True
Markus,Ali,Nielsenbråten 4,Nguyen,3977,Norge,NO,19751130-6228,+47,60266016,1975-11-30,True
Magnus,Pedersen,Stationstorget 898,Norrköping,43186,Sverige,SE,19920506-1558,+46,020-53 40 40,1992-05-06,True
Kevin,King,Castro Village 40773,Westside,91886,Danmark,DK,19741213-8594,+45,485.880.2473x475,1974-12-13,True
Gunnar,Petersson,Furustigen 934,Falun,82133,Sverige,SE,19410619-1063,+46,08-105 89 63,1941-06-19,True
Ingemar,Sjöberg,Industrigränd 713,Piteå,67734,Sverige,SE,19500930-5666,+46,008-37 45 02,1950-09-30,True
Kari,Jenssen,Thorsenhavna 98,Aune,5410,Norge,NO,19480805-7119,+47,66 81 37 77,1948-08-05,True
Arne,Paulsen,Andresenmoen 5,Toneås,9624,Norge,NO,19981102-7089,+47,20 05 80 61,1998-11-02,True
May,Larsen,Edvardseneggen 6,Solberg,9585,Norge,NO,19590201-2493,+47,993 70 580,1959-02-01,True
Harry,Lindberg,Skolstigen 088,Skövde,39600,Sverige,SE,19881203-5996,+46,+46 (0)8 113 433 94,1988-12-03,True
Tapani,Karvonen,Vanha Rajakatu 2,Inari,79440,Finland,FI,19860227-7628,+358,072 725 4556,1986-02-27,True
Karl,Dahlberg,Björkgatan 9,Linköping,15140,Sverige,SE,19690820-7773,+46,017-734 87 61,1969-08-20,True
Marte,Solberg,Abrahamsenholtet 516,Simonsen,6124,Norge,NO,19660713-4062,+47,05 55 27 84,1966-07-13,True
Todd,Barber,Marsh Wall 8238,Robertchester,40432,Danmark,DK,19561123-8345,+45,610-297-0209x1347,1956-11-23,True
Malin,Bergström,Ringvägen 6,Piteå,81735,Sverige,SE,19430616-0372,+46,08-143 72 67,1943-06-16,True
Jasmin,Koskela,Zaidanbulevardi 480,Keminmaa,36217,Finland,FI,19890521-179K,+358,029 348 9534,1989-05-21,True
Melissa,Rios,Campbell Isle 74930,Gonzalezmouth,28294,Danmark,DK,19421231-9379,+45,(568)305-9603,1942-12-31,True
Roger,Hauge,Johannessenholtet 7,Kristoffersen,5097,Norge,NO,19650207-4892,+47,+47 38 27 43 35,1965-02-07,True
Anna,Pettersson,Ringvägen 45,Nyköping,62262,Sverige,SE,19800110-8075,+46,+46 (0)205 184 40,1980-01-10,True
Robert,Gundersen,Evensenvika 4,Danielsand,5408,Norge,NO,19800106-8988,+47,+47 46 39 16 39,1980-01-06,True
Päivikki,Nurmi,Taimistontie 1,Kouvola,65098,Finland,FI,19900408-847K,+358,+358 21 7079632,1990-04-08,True
Risto,Hänninen,Santerlanbulevardi 3,Ii,80144,Finland,FI,19540125-308L,+358,0746049601,1954-01-25,True
Linn,Nilsson,Nytorget 80,Skellefteå,94208,Sverige,SE,19800514-7662,+46,064-978 59 48,1980-05-14,True
Barbro,Fransson,Trädgårdsgatan 1,Alingsås,67323,Sverige,SE,19620108-6763,+46,0847-57 99 69,1962-01-08,True
Per,Henriksson,Björkgränd 4,Jönköping,77928,Sverige,SE,19950108-4633,+46,+46 (0)8 439 991 06,1995-01-08,True
Julia,Bengtsson,Fabriksvägen 43,Luleå,64841,Sverige,SE,19780818-8816,+46,047-02 51 89,1978-08-18,True
Mattias,Andersson,Kyrkvägen 098,Trollhättan,59241,Sverige,SE,19910529-6639,+46,016-54 87 57,1991-05-29,True
William,Gonzalez,Michael Locks 59057,Port Dustinchester,86289,Danmark,DK,19620222-2374,+45,+1-379-778-6879x471,1962-02-22,True
Göran,Persson,Storvägen 54,Gävle,48521,Sverige,SE,19820919-8089,+46,+46 (0)51 85 00 05,1982-09-19,True
Hanna,Sæther,Myklebustspranget 8G,Bøe,0228,Norge,NO,19870729-9848,+47,97 01 83 47,1987-07-29,True
Haley,Hunter,Chelsea Coves 90472,Lake Robertfort,59677,Danmark,DK,19580220-3321,+45,(904)624-2732x59593,1958-02-20,True
Aud,Olsen,Hagenalléen 51,Erlingodden,3704,Norge,NO,19501108-8097,+47,+4784103107,1950-11-08,True
Alicia,Eriksson,Backvägen 10,Helsingborg,62774,Sverige,SE,19630810-9647,+46,001-79 77 24,1963-08-10,True
Øyvind,Jørgensen,Pettersenlia 9D,Helenefjord,1857,Norge,NO,19641207-5030,+47,15 53 80 63,1964-12-07,True
Maria,Magnusson,Nyvägen 40,Helsingborg,47963,Sverige,SE,19520906-7968,+46,035-170 97 37,1952-09-06,True
Cathrine,Andreassen,Halvorsenkroken 9,Berge,2321,Norge,NO,19931015-4061,+47,54 57 58 84,1993-10-15,True
Ulf,Karlsson,Parkvägen 833,Alingsås,71576,Sverige,SE,19440815-3903,+46,+46 (0)8 192 792 07,1944-08-15,True
Christel,Lundström,Skolstigen 1,Halmstad,62747,Sverige,SE,19950128-4819,+46,0954-895 91,1995-01-28,True
Ester,Linder,Ekvägen 15,Göteborg,90869,Sverige,SE,19440325-8155,+46,+46 (0)336 754 26,1944-03-25,True
Paul,Anderson,Taylor Branch 289,Lisamouth,60067,Danmark,DK,19891111-3954,+45,+1-797-857-3350x021,1989-11-11,True
Kayla,Jennings,Bishop Harbor 93757,Lake Madisonside,24591,Danmark,DK,19870803-3094,+45,+1-294-984-8448,1987-08-03,True
Knut,Johansen,Birkelandgropa 92F,Vegardbø,3811,Norge,NO,20001215-6445,+47,+47 81 45 58 21,2000-12-15,True
Sanna,Bäckström,Parkvägen 409,Trelleborg,71920,Sverige,SE,19780413-9461,+46,+46 (0)12 26 42 15,1978-04-13,True
Birgitta,Johansson,Storvägen 709,Varberg,41877,Sverige,SE,19780802-3239,+46,0626-35 04 64,1978-08-02,True
Frank,Ellis,Jennifer Oval 1987,Weissville,55771,Danmark,DK,19620129-8632,+45,001-787-849-5089,1962-01-29,True
Robert,Bailey,Kevin Terrace 707,New Ronaldborough,88911,Danmark,DK,19890108-9742,+45,201.995.4317x47376,1989-01-08,True
Maria,Jonsson,Skogsstigen 667,Helsingborg,66583,Sverige,SE,19510502-9172,+46,037-093 95 02,1951-05-02,True
Tim,Olsson,Skolstigen 230,Motala,55476,Sverige,SE,19970528-6120,+46,+46 (0)8 740 796 27,1997-05-28,True
Kristine,Andreassen,Vikfaret 200,Ragnhildøy,5583,Norge,NO,19440520-9425,+47,451 47 589,1944-05-20,True
Christopher,Kline,Carpenter Estate 2288,Cherylfurt,11472,Danmark,DK,19570628-9823,+45,814-678-5794x52514,1957-06-28,True
Mikael,Norrman,Backgatan 0,Lund,91790,Sverige,SE,19610620-7409,+46,+46 (0)403 972 31,1961-06-20,True
Tyra,Svensson,Kvarnvägen 54,Piteå,87734,Sverige,SE,19661207-1289,+46,0780-344 19,1966-12-07,True
Andrew,Barker,Hays Loaf 481,Danielview,97959,Danmark,DK,19960508-9739,+45,(863)450-9683x23372,1996-05-08,True
Marita,Johansson,Genvägen 683,Sandviken,27284,Sverige,SE,19660916-6580,+46,+46 (0)269 292 80,1966-09-16,True
Seth,Brown,Scott Springs 7876,Luischester,13603,Danmark,DK,19610402-4508,+45,755.590.1425,1961-04-02,True
Aleksandra,Salminen,Kuhankeittäjäntie 576,Multia,79892,Finland,FI,19881001-537H,+358,+358 500394461,1988-10-01,True
Tapio,Fredriksson,Järnvägsvägen 173,Skövde,71064,Sverige,SE,19460529-3736,+46,+46 (0)92 94 39 15,1946-05-29,True
Anna,Johansson,Kyrkovägen 20,Eskilstuna,34325,Sverige,SE,19591031-2401,+46,+46 (0)33 75 44 68,1959-10-31,True
Jonas,Ruud,Iversenkollen 668,Rogerstrøm,2790,Norge,NO,19950225-2328,+47,+4769352794,1995-02-25,True
Margareta,Persson,Stationsgatan 90,Kalmar,24438,Sverige,SE,19940204-6742,+46,028-878 88 18,1994-02-04,True
Robert,Martinez,Patrick Locks 8750,Ryanmouth,33814,Danmark,DK,19821009-9868,+45,393-868-4817x015,1982-10-09,True
Erik,Christensen,Jensenbakken 80,Haraldhamn,4203,Norge,NO,19590221-0055,+47,98338095,1959-02-21,True
Michael,Miller,Susan Cove 1396,Nicholsmouth,17323,Danmark,DK,19890106-4754,+45,(582)443-6639x34987,1989-01-06,True
Birgitta,Nordlund,Ekstigen 7,Lidköping,98764,Sverige,SE,19801118-7766,+46,089-99 14 76,1980-11-18,True
Cathrine,Eriksen,Eidetunet 19,Brekke,3423,Norge,NO,19850802-0207,+47,41933064,1985-08-02,True
Anders,Jonasson,Parkgatan 4,Göteborg,77206,Sverige,SE,19871110-0379,+46,08-104 771 24,1987-11-10,True
Johan,Svensson,Fabriksgränd 4,Stockholm,42189,Sverige,SE,19410812-1402,+46,08-02 95 22,1941-08-12,True
Jack,Johansson,Ekvägen 172,Umeå,48019,Sverige,SE,19441105-9923,+46,08-559 98 36,1944-11-05,True
Elisabeth,Robertsson,Kyrkogränd 53,Östersund,68834,Sverige,SE,19771023-5392,+46,+46 (0)979 541 67,1977-10-23,True
Hilde,Danielsen,Sivertsenrøa 651,Rasmussen,8777,Norge,NO,19650907-5045,+47,419 06 437,1965-09-07,True
Nina,Sivertsen,Nilsenstien 5,Berntsen,9015,Norge,NO,19460918-0122,+47,42883901,1946-09-18,True
Svante,Larsson,Kyrkostigen 570,Jönköping,58134,Sverige,SE,19760517-5835,+46,+46 (0)210 888 01,1976-05-17,True
Emma,Johansson,Industritorget 777,Östersund,82159,Sverige,SE,19461013-5517,+46,0342-459 42,1946-10-13,True
Ture,Hellman,Genvägen 2,Sundsvall,12517,Sverige,SE,19580224-3159,+46,015-52 90 48,1958-02-24,True
Henrik,Eliassen,Lienmarka 5A,Frodevær,8617,Norgl,NO,19941113-9536,+47,494 14 208,1994-11-13,True
Karin,Karlsson,Ringstigen 4,Falun,51013,Sverige,SE,19650627-8770,+46,0681-780 17,1965-06-27,True
Ismail,Gustafsson,Kyrkgatan 864,Sandviken,48487,Sverige,SE,19911229-6110,+46,+46 (0)8 823 356 55,1991-12-29,True
Karl,Rasmussen,Næsshavna 3D,Mayfoss,5256,Norge,NO,19760709-2991,+47,46725957,1976-07-09,True
Tina,Hernandez,Allen Place 6644,West Kellychester,27925,Danmark,DK,19850810-1283,+45,989.847.2455x048,1985-08-10,True
Mary,Gonzalez,Brian Walks 5671,Walterhaven,25208,Danmark,DK,19520203-4222,+45,545-562-2345,1952-02-03,True
Erik,Robertsson,Strandvägen 74,Varberg,43507,Sverige,SE,19530519-2172,+46,08-276 274 92,1953-05-19,True
Anette,Ahmed,Hansenplassen 93,Lie,6115,Norge,NO,19790725-6424,+47,944 47 382,1979-07-25,True
Ingvar,Eriksson,Fabriksgränd 38,Helsingborg,20933,Sverige,SE,19850225-0247,+46,082-69 21 08,1985-02-25,False
James,Contreras,Kevin View 20856,West Josephton,38336,Danmark,DK,19570829-6584,+45,(822)968-3368,1957-08-29,True
Thomas,Sullivan,Michelle Ranch 8528,North Williamfurt,70775,Danmark,DK,19840618-8676,+45,+1-753-396-7799x63267,1984-06-18,True
Åke,Larsson,Industrigatan 8,Östersund,41266,Sverige,SE,19530531-7688,+46,022-127 38 77,1953-05-31,True
Maria,Karlsson,Degermosanbulevardi 7,Korsnäs,79545,Finland,FI,19960614-614X,+358,0937076045,1996-06-14,True
Brandon,Salazar,Adam Trail 628,South Robynfort,34859,Danmark,DK,19780205-8477,+45,(861)324-6711x37735,1978-02-05,True
Peter,Landin,Ringgatan 5,Malmö,66528,Sverige,SE,19560213-1742,+46,+46 (0)44 37 63 91,1956-02-13,True
Frank,Christensen,Ødegårdmyra 640,Terjebø,5257,Norge,NO,19920604-3541,+47,+47 88 86 54 20,1992-06-04,True
Håkon,Jensen,Karlsengata 8,Stineeid,2113,Norge,NO,19591208-6488,+47,+4740623725,1959-12-08,True
Nova,Berg,Kyrktorget 041,Lidingö,21747,Sverige,SE,19921221-1919,+46,055-522 39 26,1992-12-21,True
Ingrid,Eriksson,Industristigen 742,Lund,76287,Sverige,SE,19450318-8861,+46,0611-07 92 77,1945-03-18,True
Daniel,Kristoffersen,Sivertsenstykket 78E,Andreasvik,7469,Norge,NO,19660729-3138,+47,00 12 94 27,1966-07-29,True
Sally,Olsson,Kyrkostigen 192,Örnsköldsvik,14969,Sverige,SE,19410427-4037,+46,0882-944 59,1941-04-27,True
Kyllikki,Pakarinen,Orapihlajakuja 7,Masku,94424,Finland,FI,19400215-801S,+358,(+358) 908050741,1940-02-15,True
Robert,Riggs,Lee Station 5167,Gambleport,59676,Danmark,DK,19990409-2064,+45,(639)367-2891x3580,1999-04-09,True
Line,Jørgensen,Aasflata 38,Iversen,7075,Norge,NO,19420625-1616,+47,97 07 92 99,1942-06-25,True
Marie,Karlsson,Villastigen 6,Falun,52485,Sverige,SE,19500507-6579,+46,08-75 26 72,1950-05-07,True
Matthew,Friedman,Orr Plain 44095,Smithstad,34090,Danmark,DK,19420603-8648,+45,001-864-356-3028x708,1942-06-03,True
Preston,Howell,Erica Canyon 79139,Smithland,49826,Danmark,DK,19670719-2543,+45,677.215.5190x9671,1967-07-19,True
Peter,Zetterberg,Storgränd 4,Ängelholm,46623,Sverige,SE,19841221-6826,+46,08-535 664 97,1984-12-21,True
Maria,Marttinen,Osmonpolku 3,Riihimäki,25696,Finland,FI,19530225-532M,+358,0696165320,1953-02-25,True
Wille,Englund,Ängsgatan 53,Lidingö,76811,Sverige,SE,19510920-1677,+46,08-54 93 22,1951-09-20,True
Kim,Cooper,Foster Trail 1202,West Alexis,20958,Danmark,DK,19400328-1536,+45,678.964.1458x349,1940-03-28,True
Carl,Persson,Skolgränd 4,Malmö,28195,Sverige,SE,19971223-4564,+46,011-653 09 53,1997-12-23,True
Britt-Marie,Palm,Kvarngränd 0,Motala,43811,Sverige,SE,19400521-9472,+46,08-766 05 76,1940-05-21,True
Gunvor,Karlsson,Järnvägsgatan 92,Landskrona,13584,Sverige,SE,19840524-8617,+46,+46 (0)8 301 576 80,1984-05-24,True
Erik,Isaksson,Stationsstigen 51,Karlskrona,55478,Sverige,SE,19790325-3353,46,095-853 09 20,1979-03-25,True
Sophie,Mattsson,Ringgatan 1,Karlskoga,37157,Sverige,SE,19420824-9630,+46,08-685 71 43,1942-08-24,True
Klas,Eriksson,Ringstigen 8,Malmö,39017,Sverige,SE,19740226-1863,+46,+46 (0)23 43 72 62,1974-02-26,True
Anna,Melin,Trädgårdsvägen 08,Örebro,53072,Sverige,SE,19490810-3940,+46,08-806 039 94,1949-08-10,True
Alexander,Strand,Liestien 8D,Karolinevik,2242,Norge,NO,19681223-8146,+47,972 01 313,1968-12-23,True
Susanne,Hedman,Trädgårdsgränd 8,Falun,17663,Sverige,SE,19980416-1448,+46,+46 (0)368 197 89,1998-04-16,True
Maria,Ohlsson,Kvarnvägen 0,Sundsvall,58973,Sverige,SE,19420603-1293,+46,+46 (0)780 115 67,1942-06-03,True
Anne,Svendsen,Kristoffersenstranda 51E,Eide,6595,Norge,NO,19630718-7067,+47,43044379,1963-07-18,True
Fredrik,Jansson,Ekvägen 282,Uppsala,90648,Sverige,SE,19760114-3551,+46,097-398 06 52,1976-01-14,True
Camilla,Lie,Sivertsenvika 2,Gunnarmark,2338,Norge,NO,19530404-4613,+47,11953656,1953-04-04,True
Tracey,Sullivan,Madeline Burgs 32958,Marshtown,44441,Danmark,DK,19481013-8969,+45,854.575.5064,1948-10-13,True
Miro,Kokkonen,Kimalaistie 85,Geta,03251,Finland,FI,19611017-311N,+358,+358 806316034,1961-10-17,True
Irene,Johansson,Kyrkvägen 778,Borlänge,12703,Sverige,SE,19540123-8346,+46,0248-138 20,1954-01-23,True
Olav,Edvardsen,Lundtoppen 75,Tronddal,5848,Norge,NO,19870225-1860,+47,55 02 13 35,1987-02-25,True
Monica,Danielsson,Genvägen 736,Sundsvall,44636,Sverige,SE,20000606-6514,+46,+46 (0)36 52 97 99,2000-06-06,False
Ove,Kjellberg,Fabriksgatan 88,Västerås,15953,Sverige,SE,19531013-9910,+46,007-798 95 33,1953-10-13,True
Richard,Engström,Backvägen 225,Uppsala,28186,Sverige,SE,19540120-0496,+46,+46 (0)445 468 04,1954-01-20,True
Riitta,Aaltonen,Kimmonkatu 553,Taipalsaari,97332,Finland,FI,19520509-199M,+358,(+358) 375196563,1952-05-09,True
